,Title,Price,PID,Location
9802,Flat / Apartment for rent Pedro Phase 1 Gbagada Lagos," 700,000/year ",3LEQT,Pedro Phase 1 Gbagada Lagos
9803,1 bedroom Flat / Apartment for rent Pedro Phase 1 Gbagada Lagos," 1,200,000/year ",1LEQT,Pedro Phase 1 Gbagada Lagos
9804,1 bedroom Flat / Apartment for rent Palmgroove Shomolu Lagos," 1,300,000/year ",2LEQS,Palmgroove Shomolu Lagos
9805,4 bedroom House for rent  Omole phase 2 Ojodu Lagos," 7,500,000/year ",0LEQS,Omole Phase 2 Ojodu Lagos
9806,1 bedroom Flat / Apartment for rent Pedro Phase 1 Gbagada Lagos," 1,500,000/year ",9LEQR,Pedro Phase 1 Gbagada Lagos
9807,1 bedroom Flat / Apartment for rent Pedro Phase 1 Gbagada Lagos," 1,700,000/year ",5LEQR,Pedro Phase 1 Gbagada Lagos
9808,1 bedroom Flat / Apartment for rent Pedro Phase 1 Gbagada Lagos," 1,700,000/year ",5LEQR,Pedro Phase 1 Gbagada Lagos
9809,Flat / Apartment for rent Adeba Before Lakowe School Gate Oribanwa Ibeju-Lekki Lagos," 600,000/year ",9LEQQ,Adeba Before Lakowe School Gate Oribanwa Ibeju Lekki Lagos
9810,Flat / Apartment for rent Compound Adeba Before Lakowe School Gate Oribanwa Ibeju-Lekki Lagos," 1,000,000/year ",3LEQP,Compound Adeba Before Lakowe School Gate Oribanwa Ibeju Lekki Lagos
9811,4 bedroom House for rent Orchid Road Along Lekki Expressway Lekki Lagos," 5,500,000/year ",1LEQJ,Orchid Road Along Lekki Expressway Lekki Lagos
9812,2 bedroom Flat / Apartment for rent Governors road Ikotun/Igando Lagos," 1,200,000/year ",5LEQH,Governors Road Ikotun Igando Lagos
9813,3 bedroom Flat / Apartment for rent Thomas estate Ajah Lagos," 2,300,000/year ",2LEQG,Thomas Estate Ajah Lagos
9814,2 bedroom Flat / Apartment for rent Lekki Scheme 2 Ajah Lagos," 2,300,000/year ",2LEQE,Lekki Scheme 2 Ajah Lagos
9815,1 bedroom Flat / Apartment for rent Lekki Scheme 2 Ajah Lagos," 1,700,000/year ",3LEQC,Lekki Scheme 2 Ajah Lagos
9816,Flat / Apartment for rent 9 Off Olushosun Oregun Ikeja Lagos," 500,000/year ",0LEQC,9 Off Olushosun Oregun Ikeja Lagos
9817,2 bedroom Flat / Apartment for rent Meiran Abule Egba Lagos," 400,000/year ",5LEQB,Meiran Abule Egba Lagos
9818,"1 bedroom Flat / Apartment for rent Iyana Ekoro, Meiran Abule Egba Lagos"," 300,000/year ",2LEQB,"Iyana Ekoro, Meiran Abule Egba Lagos"
9819,5 bedroom House for rent chevron Lekki Lagos," 7,000,000/year ",6LEQA,Chevron Lekki Lagos
9820,"2 bedroom House for rent Oral Estate, Oral Estate Lekki Lagos"," 2,800,000/year ",3LEPY,"Oral Estate, Oral Estate Lekki Lagos"
9821,5 bedroom House for rent Off Admiralty Way Lekki Phase 1 Lekki Lagos," 15,000,000/year ",9LEPX,Off Admiralty Way Lekki Phase 1 Lekki Lagos
9822,3 bedroom House for rent  Oral Estate Lekki Lagos," 3,500,000/year ",1LEPX,Oral Estate Lekki Lagos
9823,3 bedroom Flat / Apartment for rent  Ologolo Lekki Lagos," 3,300,000/year ",3LEPT,Ologolo Lekki Lagos
9824,6 bedroom House for rent King Size Estate Oregun Ikeja Lagos," 11,000,000/year ",4LEPS,King Size Estate Oregun Ikeja Lagos
9825,"1 bedroom Flat / Apartment for rent L&k Estate Owede, Langbasa, Ado Ajah Lagos"," 800,000/year ",7LEPR,"L&k Estate Owede, Langbasa, Ado Ajah Lagos"
9826,4 bedroom House for rent Royal Gardens Estate Ajiwe Ajah Lagos," 9,000,000/year ",3LEPR,Royal Gardens Estate Ajiwe Ajah Lagos
9827,3 bedroom Flat / Apartment for rent  Ado Ajah Lagos," 1,500,000/year ",9LEPP,Ado Ajah Lagos
9828,Flat / Apartment for rent  Parkview Estate Ikoyi Lagos," 2,500,000/year ",8LEPL,Parkview Estate Ikoyi Lagos
9829,2 bedroom Flat / Apartment for rent Chevron Drive Lekki Lagos," 4,000,000/year ",1LEPK,Chevron Drive Lekki Lagos
9830,4 bedroom House for rent ONIRU Victoria Island Lagos," 9,000,000/year ",1LEPF,Oniru Victoria Island Lagos
9831,1 bedroom Flat / Apartment for rent  Sangotedo Ajah Lagos," 900,000/year ",0LEPE,Sangotedo Ajah Lagos
9832,2 bedroom Flat / Apartment for rent Ifako-ogba Ogba Lagos," 1,500,000/year ",6LAME,Ifako Ogba Ogba Lagos
9833,2 bedroom Flat / Apartment for rent Arowojobe Oshodi Lagos," 1,300,000/year ",7LAMH,Arowojobe Oshodi Lagos
9834,1 bedroom Flat / Apartment for rent Berger Ojodu Lagos," 900,000/year ",8LCDQ,Berger Ojodu Lagos
9835,1 bedroom Flat / Apartment for rent Ikola Abule Egba Lagos," 650,000/year ",6LCDQ,Ikola Abule Egba Lagos
9836,"House for rent Oreyo, Igbogbo Ikorodu Lagos"," 500,000/year ",2KYLJ,"Oreyo, Igbogbo Ikorodu Lagos"
9837,"Commercial Property for rent Onikam, Lagos Island Onikan Lagos Island Lagos"," 12,000,000/year ",8KWNL,"Onikam, Lagos Island Onikan Lagos Island Lagos"
9838,"Commercial Property for rent Lagos Island, Onikan Onikan Lagos Island Lagos"," 1,800,000/year ",3KXNX,"Lagos Island, Onikan Onikan Lagos Island Lagos"
9839,4 bedroom Commercial Property for rent 37 Opebi Road Ikeja Lagos," 5,000,000/year ",0LEPD,37 Opebi Road Ikeja Lagos
9840,Commercial Property for rent 39 Off Allen Avenue Ikeja Lagos," 18,800,000/year ",3LEPC,39 Off Allen Avenue Ikeja Lagos
9841,4 bedroom House for rent 39 Off Adeniyi Jones Estate Ikeja Lagos," 15,000,000/year ",0LEPC,39 Off Adeniyi Jones Estate Ikeja Lagos
9842,2 bedroom Flat / Apartment for rent Phase 1 Ogudu GRA Ogudu Lagos," 3,800,000/year ",7LENZ,Phase 1 Ogudu Gra Ogudu Lagos
9843,2 bedroom Flat / Apartment for rent Phase 1 Ogudu GRA Ogudu Lagos," 3,800,000/year ",7LENZ,Phase 1 Ogudu Gra Ogudu Lagos
9844,1 bedroom Commercial Property for rent  Off Lekki-Epe Expressway Ajah Lagos," 1,300,000/year ",0LENX,Off Lekki Epe Expressway Ajah Lagos
9845,3 bedroom Flat / Apartment for rent  Thomas estate Ajah Lagos," 2,500,000/year ",1LELK,Thomas Estate Ajah Lagos
9846,2 bedroom Flat / Apartment for rent  Ilaje Ajah Lagos," 1,700,000/year ",7LELJ,Ilaje Ajah Lagos
9847,Commercial Property for rent  Allen Avenue Ikeja Lagos," 600,000/year ",8LENU,Allen Avenue Ikeja Lagos
9848,Commercial Property for rent  Allen Avenue Ikeja Lagos," 400,000/year ",6LENU,Allen Avenue Ikeja Lagos
9849,1 bedroom Flat / Apartment for rent United Estate Sangotedo Ajah Lagos," 700,000/year ",3LENU,United Estate Sangotedo Ajah Lagos
9850,2 bedroom Flat / Apartment for rent Oribanwa Phase 2 Awoyaya Ibeju Lekki Ajah Lagos," 800,000/year ",2LENU,Oribanwa Phase 2 Awoyaya Ibeju Lekki Ajah Lagos
9851,Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 8,000,000/year ",1LENU,Lekki Phase 1 Lekki Lagos
9852,1 bedroom Flat / Apartment for rent  Igbo-efon Lekki Lagos," 1,700,000/year ",0LENU,Igbo Efon Lekki Lagos
9853,2 bedroom Flat / Apartment for rent Treasure Estate Sangotedo Ajah Lagos," 2,100,000/year ",6LENS,Treasure Estate Sangotedo Ajah Lagos
9854,3 bedroom Flat / Apartment for rent Even Estate Badore Ajah Lagos," 1,600,000/year ",8LENR,Even Estate Badore Ajah Lagos
9855,4 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 13,000,000/year ",3LENN,Lekki Phase 1 Lekki Lagos
9856,1 bedroom Flat / Apartment for rent  Agungi Lekki Lagos," 2,000,000/year ",6LENM,Agungi Lekki Lagos
9857,1 bedroom Flat / Apartment for rent United Estate Sangotedo Ajah Lagos," 700,000/year ",9LENK,United Estate Sangotedo Ajah Lagos
9858,2 bedroom Flat / Apartment for rent Treasure Estate Sangotedo Ajah Lagos," 2,100,000/year ",7LENK,Treasure Estate Sangotedo Ajah Lagos
9859,4 bedroom House for rent College Road Ifako-ogba Ogba Lagos," 5,000,000/year ",9LENJ,College Road Ifako Ogba Ogba Lagos
9860,4 bedroom House for rent College Road Ifako-ogba Ogba Lagos," 5,000,000/year ",9LENJ,College Road Ifako Ogba Ogba Lagos
9861,2 bedroom Flat / Apartment for rent Greenfield Estate Ago palace Okota Lagos," 1,400,000/year ",3LEND,Greenfield Estate Ago Palace Okota Lagos
9862,2 bedroom Flat / Apartment for rent Grandmate Road Ago palace Okota Lagos," 1,400,000/year ",7LENC,Grandmate Road Ago Palace Okota Lagos
9863,2 bedroom Flat / Apartment for rent Along Ado Road Ajah Lagos," 2,500,000/year ",3LENC,Along Ado Road Ajah Lagos
9864,2 bedroom Flat / Apartment for rent Grandmate Road Ago palace Okota Lagos," 1,400,000/year ",6LENB,Grandmate Road Ago Palace Okota Lagos
9865,3 bedroom Flat / Apartment for rent Grandmate Road Ago palace Okota Lagos," 1,700,000/year ",5LENA,Grandmate Road Ago Palace Okota Lagos
9866,3 bedroom Flat / Apartment for rent Infinity Estate Ado Ajah Lagos," 1,800,000/year ",9LENA,Infinity Estate Ado Ajah Lagos
9867,1 bedroom Flat / Apartment for rent Bridge Gate Estate Agungi Lekki Lagos," 2,000,000/year ",5LEMZ,Bridge Gate Estate Agungi Lekki Lagos
9868,2 bedroom Flat / Apartment for rent Lekky County Homes Ikota Lekki Lagos," 2,500,000/year ",2LEMZ,Lekky County Homes Ikota Lekki Lagos
9869,1 bedroom Flat / Apartment for rent Grandmate Road Ago palace Okota Lagos," 1,000,000/year ",8LEMY,Grandmate Road Ago Palace Okota Lagos
9870,1 bedroom Flat / Apartment for rent Pedro Gbagada Lagos," 1,000,000/year ",3LEMX,Pedro Gbagada Lagos
9871,1 bedroom Flat / Apartment for rent United Estate Sangotedo Ajah Lagos," 700,000/year ",1LEMX,United Estate Sangotedo Ajah Lagos
9872,6 bedroom Commercial Property for rent Lekki Phase 1 Lekki Lagos," 15,000,000/year ",4LEMW,Lekki Phase 1 Lekki Lagos
9873,2 bedroom Flat / Apartment for rent Greenfield Estate Ago palace Okota Lagos," 1,500,000/year ",3LEMW,Greenfield Estate Ago Palace Okota Lagos
9874,3 bedroom House for rent Ologolo Lekki Lagos," 3,800,000/year ",0LEMQ,Ologolo Lekki Lagos
9875,4 bedroom House for rent Thomas estate Ajah Lagos," 5,000,000/year ",4LEMP,Thomas Estate Ajah Lagos
9876,1 bedroom House for rent Isuti Road Igando Akesan Alimosho Lagos," 200,000/year ",2LEMP,Isuti Road Igando Akesan Alimosho Lagos
9877,3 bedroom House for rent Canal West Estate Osapa london Lekki Lagos," 3,500,000/year ",8LEMM,Canal West Estate Osapa London Lekki Lagos
9878,2 bedroom House for rent Isuti Road Ikotun/Igando Lagos," 450,000/year ",7LEMN,Isuti Road Ikotun Igando Lagos
9879,2 bedroom House for rent Isuti Road Ikotun/Igando Lagos," 350,000/year ",5LEMN,Isuti Road Ikotun Igando Lagos
9880,1 bedroom Flat / Apartment for rent  Lekki Phase 1 Lekki Lagos," 4,000,000/year ",3LDXY,Lekki Phase 1 Lekki Lagos
9881,2 bedroom House for rent Ologolo Lekki Lagos," 4,500,000/year ",4LDXZ,Ologolo Lekki Lagos
9882,1 bedroom Flat / Apartment for rent Lekki County Home Ikota Lekki Lagos," 2,500,000/year ",5LEAH,Lekki County Home Ikota Lekki Lagos
9883,3 bedroom House for rent U3 Estate Lekki Right Lekki Phase 1 Lekki Lagos," 8,000,000/year ",0LEEG,U3 Estate Lekki Right Lekki Phase 1 Lekki Lagos
9884,1 bedroom Flat / Apartment for rent Fadeyi Shomolu Lagos," 1,300,000/year ",3LEJV,Fadeyi Shomolu Lagos
9885,1 bedroom Flat / Apartment for rent Abioro Street Ikate Lekki Lagos," 3,500,000/year ",8LEJW,Abioro Street Ikate Lekki Lagos
9886,1 bedroom Flat / Apartment for rent Awolowo way Ikeja Lagos," 900,000/year ",2LEMM,Awolowo Way Ikeja Lagos
9887,4 bedroom House for rent Lekky County Homes Ikota Lekki Lagos," 4,000,000/year ",5LEML,Lekky County Homes Ikota Lekki Lagos
9888,2 bedroom Flat / Apartment for rent College Road Ifako-ogba Ogba Lagos," 1,200,000/year ",7LEMJ,College Road Ifako Ogba Ogba Lagos
9889,3 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 7,000,009/year ",2LEMJ,Ikate Lekki Lagos
9890,4 bedroom House for rent General Paint Abraham adesanya estate Ajah Lagos," 3,500,000/year ",6LDQP,General Paint Abraham Adesanya Estate Ajah Lagos
9891,3 bedroom Flat / Apartment for rent Ikota Lekki Lagos," 3,800,000/year ",4LEME,Ikota Lekki Lagos
9892,5 bedroom House for rent Royal Gardens Estate Ajiwe Ajah Lagos," 10,000,000/year ",1LEMD,Royal Gardens Estate Ajiwe Ajah Lagos
9893,4 bedroom House for rent Ikota Lekki Lagos," 4,500,000/year ",6LEMB,Ikota Lekki Lagos
9894,1 bedroom Flat / Apartment for rent Agungi Lekki Lagos," 2,000,000/year ",3LEMA,Agungi Lekki Lagos
9895,1 bedroom Flat / Apartment for rent Agungi Lekki Lagos," 2,000,000/year ",3LEMA,Agungi Lekki Lagos
9896,2 bedroom Flat / Apartment for rent Ikota Lekki Lagos," 2,500,000/year ",8LELX,Ikota Lekki Lagos
9897,2 bedroom House for rent Agric Road Ikotun/Igando Lagos," 450,000/year ",6LELV,Agric Road Ikotun Igando Lagos
9898,Flat / Apartment for rent Banana Island Ikoyi Lagos," 15,000,000/year ",1KYWY,Banana Island Ikoyi Lagos
9899,2 bedroom Flat / Apartment for rent  Magodo GRA Phase 2 Kosofe/Ikosi Lagos," 2,500,000/year ",8LELS,Magodo Gra Phase 2 Kosofe Ikosi Lagos
9900,1 bedroom Flat / Apartment for rent Apapa Road Ebute Metta Yaba Lagos," 800,000/year ",8LELQ,Apapa Road Ebute Metta Yaba Lagos
9901,5 bedroom House for rent  Bode Thomas Surulere Lagos," 5,000,000/year ",5LELQ,Bode Thomas Surulere Lagos
9902,Commercial Property for rent Oni Street Alimosho Lagos," 800,000/year ",5LELM,Oni Street Alimosho Lagos
9903,1 bedroom Flat / Apartment for rent Bera Estate chevron Lekki Lagos," 3,500,000/year ",2LELK,Bera Estate Chevron Lekki Lagos
9904,4 bedroom House for rent 21 Off Allen Avenue Estate Ikeja Lagos," 18,000,000/year ",8LELJ,21 Off Allen Avenue Estate Ikeja Lagos
9905,2 bedroom House for rent 23 Off Ogombo Ajah Lagos," 1,250,000/year ",3LELJ,23 Off Ogombo Ajah Lagos
9906,4 bedroom Flat / Apartment for rent Estate Ilaje Ajah Lagos," 3,000,000/year ",5KUZB,Estate Ilaje Ajah Lagos
9907,5 bedroom House for rent Ilaje Ajah Lagos," 4,000,000/year ",0KVBG,Ilaje Ajah Lagos
9908,4 bedroom House for rent  Off Lekki-Epe Expressway Ajah Lagos," 4,500,000/year ",7KWND,Off Lekki Epe Expressway Ajah Lagos
9909,4 bedroom House for rent Neighborhood Off Lekki-Epe Expressway Ajah Lagos," 4,500,000/year ",5KYHE,Neighborhood Off Lekki Epe Expressway Ajah Lagos
9910,3 bedroom House for rent Millenuim/UPS Gbagada Lagos," 4,500,000/year ",1LELH,Millenuim Ups Gbagada Lagos
9911,Flat / Apartment for rent Orchid Road Lekki Phase 2 Lekki Lagos," 1,500,000/year ",8KTAP,Orchid Road Lekki Phase 2 Lekki Lagos
9912,Flat / Apartment for rent Orchid Road Lekki Phase 2 Lekki Lagos," 1,500,000/year ",8KTAP,Orchid Road Lekki Phase 2 Lekki Lagos
9913,3 bedroom Flat / Apartment for rent  Sangotedo Ajah Lagos," 3,000,000/year ",1LDQA,Sangotedo Ajah Lagos
9914,"Flat / Apartment for rent Lekki Conservation, Chevron Lekki Phase 2 Lekki Lagos"," 1,600,000/year ",8KUNR,"Lekki Conservation, Chevron Lekki Phase 2 Lekki Lagos"
9915,3 bedroom Flat / Apartment for rent Ilasan Lekki Lagos," 4,000,000/year ",9LDZY,Ilasan Lekki Lagos
9916,2 bedroom Flat / Apartment for rent Sangotedo Ajah Lagos," 1,500,000/year ",8LDBD,Sangotedo Ajah Lagos
9917,1 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 4,500,000/year ",4LCXM,Lekki Phase 1 Lekki Lagos
9918,2 bedroom Flat / Apartment for rent Estate Close To Shoprite Sangotedo Ajah Lagos," 1,500,000/year ",9LDRR,Estate Close To Shoprite Sangotedo Ajah Lagos
9919,5 bedroom House for rent chevron Lekki Lagos," 90,000,000/year ",1LDVF,Chevron Lekki Lagos
9920,2 bedroom Flat / Apartment for rent  Sangotedo Ajah Lagos," 1,400,000/year ",5LCXJ,Sangotedo Ajah Lagos
9921,2 bedroom House for rent Omole Ph 2 Estate Kosofe/Ikosi Lagos," 4,500,000/year ",8LDEX,Omole Ph 2 Estate Kosofe Ikosi Lagos
9922,2 bedroom Flat / Apartment for rent Aderupoko Abule Egba Lagos," 650,000/year ",8LDDT,Aderupoko Abule Egba Lagos
9923,1 bedroom Flat / Apartment for rent Majek Sangotedo Ajah Lagos," 750,000/year ",8LDPD,Majek Sangotedo Ajah Lagos
9924,Flat / Apartment for rent Palmgroove Shomolu Lagos," 500,000/year ",2JVPA,Palmgroove Shomolu Lagos
9925,2 bedroom Flat / Apartment for rent Victory Estate Ago palace Okota Lagos," 2,500,000/year ",3LCPW,Victory Estate Ago Palace Okota Lagos
9926,Commercial Property for rent Ajao Estate Isolo Lagos," 2,000/sqm ",3JZKX,Ajao Estate Isolo Lagos
9927,Flat / Apartment for rent Victoria Island Lagos," 12,000,000/year ",1KPTU,Victoria Island Lagos
9928,Flat / Apartment for rent Adekunle Yaba Lagos," 2,000,000/year ",8KWWG,Adekunle Yaba Lagos
9929,"1 bedroom Flat / Apartment for rent H.r.c Estate Behind Of Vgc, Harris Drive Road Lekki Lagos"," 500,000/year ",1LDPX,"H.r.c Estate Behind Of Vgc, Harris Drive Road Lekki Lagos"
9930,Flat / Apartment for rent Banana Island Ikoyi Lagos," 35,000,000/year ",0KPKQ,Banana Island Ikoyi Lagos
9931,1 bedroom Flat / Apartment for rent  Sangotedo Ajah Lagos," 850,000/year ",6LDYM,Sangotedo Ajah Lagos
9932,2 bedroom Flat / Apartment for rent Atlantic View Estate Lekki Phase 2 Lekki Lagos," 2,800,000/year ",9KYVJ,Atlantic View Estate Lekki Phase 2 Lekki Lagos
9933,"Commercial Property for rent On Major Road, Allen Avenue Ikeja Lagos"," 2,000,000/year ",4KDYK,"On Major Road, Allen Avenue Ikeja Lagos"
9934,Commercial Property for rent Festac Amuwo Odofin Lagos," 2,000,000/year ",8KMTK,Festac Amuwo Odofin Lagos
9935,Flat / Apartment for rent Phase 1 Gbagada Lagos," 550,000/year ",6JYGK,Phase 1 Gbagada Lagos
9936,2 bedroom House for rent Coach Toyin street Ikeja Lagos," 2,500,000/year ",1LBJU,Coach Toyin Street Ikeja Lagos
9937,Commercial Property for rent Mitori Area Mafoluku Oshodi Lagos," 180,000,000/year ",5KVSS,Mitori Area Mafoluku Oshodi Lagos
9938,House for rent Banana Island Ikoyi Lagos," 25,000,000/year ",7KJUU,Banana Island Ikoyi Lagos
9939,Flat / Apartment for rent  chevron Lekki Lagos," 1,200,000/year ",2KWLY,Chevron Lekki Lagos
9940,2 bedroom Flat / Apartment for rent Plamvale Estate Amuwo Odofin Lagos," 2,500,000/year ",2LDYX,Plamvale Estate Amuwo Odofin Lagos
9941,1 bedroom Flat / Apartment for rent Seaside Estate Badore Badore Ajah Lagos," 4,500,000/year ",0LDVB,Seaside Estate Badore Badore Ajah Lagos
9942,Flat / Apartment for rent Pedro Gbagada Lagos," 500,000/year ",9KANV,Pedro Gbagada Lagos
9943,Commercial Property for rent Berger Ojodu Lagos," 4,500,000/year ",0JZFF,Berger Ojodu Lagos
9944,Commercial Property for rent Airport Road(Ikeja) Ikeja Lagos," 3,500,000/year ",7JWWE,Airport Road(ikeja) Ikeja Lagos
9945,Flat / Apartment for rent  Oribanwa Ibeju-Lekki Lagos," 1,500,000/year ",9LBSG,Oribanwa Ibeju Lekki Lagos
9946,Flat / Apartment for rent Ikate Lekki Lagos," 6,000,000/year ",8KQAP,Ikate Lekki Lagos
9947,Flat / Apartment for rent Ikate Lekki Lagos," 6,000,000/year ",8KQAP,Ikate Lekki Lagos
9948,Flat / Apartment for rent Palmgroove Shomolu Lagos," 900,000/year ",1JTRY,Palmgroove Shomolu Lagos
9949,1 bedroom Flat / Apartment for rent Estate Close To Shoprite Sangotedo Ajah Lagos," 1,000,000/year ",2LDRS,Estate Close To Shoprite Sangotedo Ajah Lagos
9950,2 bedroom Flat / Apartment for rent In A Very Secured Estate At Olokonla Ajah Lagos," 1,800,000/year ",8LDAA,In A Very Secured Estate At Olokonla Ajah Lagos
9951,Flat / Apartment for rent  Igbo-efon Lekki Lagos," 1,500,000/year ",1KAMF,Igbo Efon Lekki Lagos
9952,Flat / Apartment for rent Pedro Phase 1 Gbagada Lagos," 600,000/year ",9KPUY,Pedro Phase 1 Gbagada Lagos
9953,Flat / Apartment for rent Stadium Agege /pero Agege Agege Lagos," 450,000/year ",2KXQH,Stadium Agege /pero Agege Agege Lagos
9954,Flat / Apartment for rent  Agungi Lekki Lagos," 800,000/year ",4LBSF,Agungi Lekki Lagos
9955,2 bedroom Flat / Apartment for rent Phase1 Ogudu Lagos," 2,500,000/year ",7LDFA,Phase1 Ogudu Lagos
9956,Flat / Apartment for rent Serene And Secure Compound Oribanwa Before Lakowe Lagos Oribanwa Ibeju-Lekki Lagos," 850,000/year ",3KTGE,Serene And Secure Compound Oribanwa Before Lakowe Lagos Oribanwa Ibeju Lekki Lagos
9957,Flat / Apartment for rent Kajola After Lakowe Ibeju-Lekki Lagos," 600,000/year ",2LCMT,Kajola After Lakowe Ibeju Lekki Lagos
9958,"Flat / Apartment for rent Monastery Road, Sangotedo Ajah Lagos"," 600,000/year ",2JTGL,"Monastery Road, Sangotedo Ajah Lagos"
9959,Flat / Apartment for rent Old Ikoyi Ikoyi Lagos," 11,000,000/year ",2KQQK,Old Ikoyi Ikoyi Lagos
9960,Flat / Apartment for rent Fagba Agege Lagos," 650,000/year ",0JVLG,Fagba Agege Lagos
9961,Flat / Apartment for rent Mangoro Ikeja Lagos," 800,000/year ",5LAEF,Mangoro Ikeja Lagos
9962,Flat / Apartment for rent Pedro Phase 1 Gbagada Lagos," 700,000/year ",7LEBV,Pedro Phase 1 Gbagada Lagos
9963,1 bedroom Flat / Apartment for rent Meiran Alagbado Abule Egba Lagos," 300,000/year ",8LDDR,Meiran Alagbado Abule Egba Lagos
9964,1 bedroom Flat / Apartment for rent Meiran Alagbado Abule Egba Lagos," 300,000/year ",8LDDR,Meiran Alagbado Abule Egba Lagos
9965,3 bedroom Commercial Property for rent Fagba Road Agege Lagos," 1,500,000/year ",4LDFU,Fagba Road Agege Lagos
9966,4 bedroom House for rent Banana Island Ikoyi Lagos," 30,000,000/year ",8KYHL,Banana Island Ikoyi Lagos
9967,1 bedroom Flat / Apartment for rent Olaniyi Last Bustop Abule Egba Lagos," 500,000/year ",1LDDK,Olaniyi Last Bustop Abule Egba Lagos
9968,Flat / Apartment for rent Off College Road Ifako-ogba Ogba Lagos," 500,000/year ",5KGNR,Off College Road Ifako Ogba Ogba Lagos
9969,Flat / Apartment for rent Chevron Alternative Lekki Lagos," 1,100,000/year ",7KUQH,Chevron Alternative Lekki Lagos
9970,4 bedroom House for rent  Allen Avenue Ikeja Lagos," 18,000,000/year ",7LDEZ,Allen Avenue Ikeja Lagos
9971,House for rent Lekki Phase 1 Lekki Lagos," 7,000,000/year ",1KSFY,Lekki Phase 1 Lekki Lagos
9972,Commercial Property for rent Allen Avenue Ikeja Lagos," 500,000/year ",4JTUH,Allen Avenue Ikeja Lagos
